3	38
5	39
7	38
9	42
11	42
13	39
15	40
17	41
19	53
21	54
23	52
25	54
27	63
29	56
31	59
33	56
35	59
37	62
39	68
41	65
43	61
45	64
47	60
49	62
51	61
53	63
55	63
57	64
59	58
61	58
63	55
65	57
67	58
69	65
71	56
73	57
75	60
77	60
79	60
81	59
83	61
85	60
87	58
89	67
91	61
93	59
95	60
97	57
99	56
101	58
103	55
105	57
107	58
109	58
111	57
113	58
115	58
117	59
119	59
121	60
123	60
125	61
127	58
129	59
131	60
133	63
135	62
137	63
139	60
141	64
143	66
145	61
147	64
149	63
151	67
153	62
155	65
157	64
159	74
161	66
163	67
165	63
167	64
169	64
171	68
173	64
175	64
177	69
179	62
181	67
183	65
185	64
187	75
189	65
191	62
193	61
195	66
197	72
199	62
201	68
203	65
205	66
207	73
209	65
211	65
213	66
215	70
217	124
219	61
221	69
223	64
225	89
227	58
229	55
231	66
233	57
235	70
237	55
239	58
241	56
243	60
245	58
247	62
249	59
251	66
253	65
255	59
257	68
259	55
261	69
263	80
265	170
267	93
269	134
271	915
273	331
275	404
277	291
279	314
281	404
283	278
285	53
287	241
289	398
291	513
293	192
295	120
297	262
299	160
301	323
303	298
305	144
307	49
309	63
311	64
313	68
315	61
317	61
319	64
321	67
323	64
325	58
327	57
329	55
331	51
333	54
335	60
337	53
339	52
341	56
343	53
345	53
347	52
349	54
351	55
353	58
355	54
357	59
359	54
361	54
363	55
365	57
367	121
369	63
371	66
373	67
375	68
377	59
379	62
381	69
383	63
385	61
387	54
389	60
391	210
393	192
395	392
397	627
399	267
